cell_id,grid_row,grid_col,latitude,longitude,zone_name,lst_celsius,ndvi,building_density_pct,open_space_pct,road_density_km_per_sqkm,soil_type,annual_rainfall_mm,summer_max_temp_celsius,hvi_score,hvi_category,hvi_rank
BPL_CELL_1196,29,35,23.2595,77.4255,Old Bhopal (Chowk / Shahjahanabad),44.66,0.021,82.1,11.1,16.5,Deep Black Clay (Vertisol),1097.9,42.5,0.8784,Extreme Hotspot,164
BPL_CELL_1197,29,36,23.2595,77.4265,Old Bhopal (Chowk / Shahjahanabad),45.16,0.058,78.6,11.2,17.3,Deep Black Clay (Vertisol),1105.9,42.5,0.8627,Extreme Hotspot,271
BPL_CELL_1198,29,37,23.2595,77.4275,Old Bhopal (Chowk / Shahjahanabad),44.38,0.096,75.6,8.7,17.4,Deep Black Clay (Vertisol),1105.1,42.5,0.8289,Extreme Hotspot,478
BPL_CELL_1199,29,38,23.2595,77.4285,Old Bhopal (Chowk / Shahjahanabad),44.53,0.079,78.2,7.3,16.2,Deep Black Clay (Vertisol),1077.4,42.5,0.8491,Extreme Hotspot,358
BPL_CELL_1200,29,39,23.2595,77.4295,Old Bhopal (Chowk / Shahjahanabad),45.66,0.104,81.9,10.6,17.3,Deep Black Clay (Vertisol),1106.6,42.5,0.8649,Extreme Hotspot,254
BPL_CELL_1201,30,0,23.2605,77.3905,Bhojtal Lakefront / Water Buffer,33.26,0.513,10.7,65.5,4.1,Alluvial,1097.2,42.5,0.1421,Low Vulnerability,1345
BPL_CELL_1202,30,1,23.2605,77.3915,Bhojtal Lakefront / Water Buffer,34.0,0.522,22.0,66.2,4.9,Alluvial,1106.0,42.5,0.1846,Low Vulnerability,1270
BPL_CELL_1203,30,2,23.2605,77.3925,Bhojtal Lakefront / Water Buffer,33.87,0.525,11.9,67.8,2.5,Alluvial,1110.4,42.5,0.1479,Low Vulnerability,1320
BPL_CELL_1204,30,3,23.2605,77.3935,Bhojtal Lakefront / Water Buffer,32.78,0.466,15.9,66.5,2.9,Alluvial,1102.3,42.5,0.1649,Low Vulnerability,1280
BPL_CELL_1205,30,4,23.2605,77.3945,Bhojtal Lakefront / Water Buffer,32.8,0.478,12.8,68.4,4.8,Alluvial,1110.3,42.5,0.1475,Low Vulnerability,1323
BPL_CELL_1206,30,5,23.2605,77.3955,Bhojtal Lakefront / Water Buffer,31.33,0.487,17.1,69.3,3.5,Alluvial,1080.6,42.5,0.1265,Low Vulnerability,1427
BPL_CELL_1207,30,6,23.2605,77.3965,Bhojtal Lakefront / Water Buffer,32.66,0.474,15.9,68.2,5.0,Alluvial,1083.3,42.5,0.1559,Low Vulnerability,1295
BPL_CELL_1208,30,7,23.2605,77.3975,Bhojtal Lakefront / Water Buffer,32.12,0.544,12.4,70.5,3.8,Alluvial,1075.4,42.5,0.1027,Low Vulnerability,1535
BPL_CELL_1209,30,8,23.2605,77.3985,Bhojtal Lakefront / Water Buffer,31.92,0.503,11.5,65.9,3.4,Alluvial,1086.8,42.5,0.122,Low Vulnerability,1446
BPL_CELL_1210,30,9,23.2605,77.3995,Bhojtal Lakefront / Water Buffer,32.53,0.559,8.9,68.5,4.7,Alluvial,1119.3,42.5,0.0984,Low Vulnerability,1556
BPL_CELL_1211,30,10,23.2605,77.4005,Bhojtal Lakefront / Water Buffer,31.06,0.557,8.3,66.5,3.1,Alluvial,1103.9,42.5,0.0733,Low Vulnerability,1590
BPL_CELL_1212,30,11,23.2605,77.4015,Bhojtal Lakefront / Water Buffer,32.08,0.504,7.9,69.4,4.4,Alluvial,1073.9,42.5,0.1069,Low Vulnerability,1516
BPL_CELL_1213,30,12,23.2605,77.4025,Bhojtal Lakefront / Water Buffer,32.43,0.559,12.6,71.6,4.3,Alluvial,1110.7,42.5,0.101,Low Vulnerability,1543
BPL_CELL_1214,30,13,23.2605,77.4035,Bhojtal Lakefront / Water Buffer,31.92,0.566,11.7,65.8,4.1,Alluvial,1103.6,42.5,0.0976,Low Vulnerability,1559
BPL_CELL_1215,30,14,23.2605,77.4045,Old Bhopal (Chowk / Shahjahanabad),42.77,0.1,73.2,5.6,18.3,Deep Black Clay (Vertisol),1096.0,42.5,0.7957,Extreme Hotspot,549
BPL_CELL_1216,30,15,23.2605,77.4055,Old Bhopal (Chowk / Shahjahanabad),45.48,0.104,78.4,9.8,15.7,Deep Black Clay (Vertisol),1091.7,42.5,0.8528,Extreme Hotspot,335
BPL_CELL_1217,30,16,23.2605,77.4065,Old Bhopal (Chowk / Shahjahanabad),44.91,0.018,78.9,13.6,15.7,Deep Black Clay (Vertisol),1070.3,42.5,0.8699,Extreme Hotspot,223
BPL_CELL_1218,30,17,23.2605,77.4075,Old Bhopal (Chowk / Shahjahanabad),45.27,0.084,79.9,10.6,16.4,Deep Black Clay (Vertisol),1114.2,42.5,0.8595,Extreme Hotspot,292
BPL_CELL_1219,30,18,23.2605,77.4085,Old Bhopal (Chowk / Shahjahanabad),45.74,0.076,80.9,12.2,16.9,Deep Black Clay (Vertisol),1107.6,42.5,0.8714,Extreme Hotspot,210
BPL_CELL_1220,30,19,23.2605,77.4095,Old Bhopal (Chowk / Shahjahanabad),45.47,0.108,80.8,12.6,15.5,Deep Black Clay (Vertisol),1107.6,42.5,0.8523,Extreme Hotspot,340
BPL_CELL_1221,30,20,23.2605,77.4105,Old Bhopal (Chowk / Shahjahanabad),44.45,0.1,80.5,12.6,16.4,Deep Black Clay (Vertisol),1090.0,42.5,0.8351,Extreme Hotspot,443
BPL_CELL_1222,30,21,23.2605,77.4115,Old Bhopal (Chowk / Shahjahanabad),45.05,0.1,70.4,11.9,15.4,Deep Black Clay (Vertisol),1115.8,42.5,0.8183,Extreme Hotspot,516
BPL_CELL_1223,30,22,23.2605,77.4125,Old Bhopal (Chowk / Shahjahanabad),43.96,0.052,79.6,11.7,17.2,Deep Black Clay (Vertisol),1120.9,42.5,0.844,Extreme Hotspot,387
BPL_CELL_1224,30,23,23.2605,77.4135,Old Bhopal (Chowk / Shahjahanabad),44.96,0.094,79.2,14.0,16.1,Deep Black Clay (Vertisol),1088.1,42.5,0.8406,Extreme Hotspot,406
BPL_CELL_1225,30,24,23.2605,77.4145,Old Bhopal (Chowk / Shahjahanabad),44.57,0.072,76.5,7.8,16.3,Deep Black Clay (Vertisol),1075.7,42.5,0.8466,Extreme Hotspot,372
BPL_CELL_1226,30,25,23.2605,77.4155,Old Bhopal (Chowk / Shahjahanabad),45.65,0.08,76.0,7.6,15.8,Deep Black Clay (Vertisol),1070.6,42.5,0.8631,Extreme Hotspot,267
BPL_CELL_1227,30,26,23.2605,77.4165,Old Bhopal (Chowk / Shahjahanabad),43.61,0.116,82.0,8.3,15.5,Deep Black Clay (Vertisol),1117.0,42.5,0.8258,Extreme Hotspot,491
BPL_CELL_1228,30,27,23.2605,77.4175,Old Bhopal (Chowk / Shahjahanabad),46.59,0.054,79.4,11.7,16.8,Deep Black Clay (Vertisol),1105.7,42.5,0.8931,Extreme Hotspot,101
BPL_CELL_1229,30,28,23.2605,77.4185,Old Bhopal (Chowk / Shahjahanabad),46.25,0.102,80.1,14.9,16.1,Deep Black Clay (Vertisol),1095.3,42.5,0.8629,Extreme Hotspot,270
BPL_CELL_1230,30,29,23.2605,77.4195,Old Bhopal (Chowk / Shahjahanabad),44.27,0.075,74.8,11.4,17.9,Deep Black Clay (Vertisol),1073.6,42.5,0.8273,Extreme Hotspot,484
BPL_CELL_1231,30,30,23.2605,77.4205,Old Bhopal (Chowk / Shahjahanabad),44.44,0.11,84.2,9.9,15.9,Deep Black Clay (Vertisol),1116.5,42.5,0.8473,Extreme Hotspot,366
BPL_CELL_1232,30,31,23.2605,77.4215,Old Bhopal (Chowk / Shahjahanabad),46.54,0.095,80.9,9.6,17.1,Deep Black Clay (Vertisol),1070.5,42.5,0.8845,Extreme Hotspot,135
BPL_CELL_1233,30,32,23.2605,77.4225,Old Bhopal (Chowk / Shahjahanabad),43.64,0.057,82.4,12.5,17.3,Deep Black Clay (Vertisol),1095.3,42.5,0.8425,Extreme Hotspot,393
BPL_CELL_1234,30,33,23.2605,77.4235,Old Bhopal (Chowk / Shahjahanabad),43.27,0.087,80.7,14.3,15.7,Deep Black Clay (Vertisol),1090.5,42.5,0.8147,Extreme Hotspot,523
BPL_CELL_1235,30,34,23.2605,77.4245,Old Bhopal (Chowk / Shahjahanabad),44.12,0.04,83.2,10.7,16.0,Deep Black Clay (Vertisol),1127.8,42.5,0.8645,Extreme Hotspot,255
BPL_CELL_1236,30,35,23.2605,77.4255,Old Bhopal (Chowk / Shahjahanabad),45.83,0.057,76.1,12.9,17.3,Deep Black Clay (Vertisol),1117.4,42.5,0.8652,Extreme Hotspot,251
BPL_CELL_1237,30,36,23.2605,77.4265,Old Bhopal (Chowk / Shahjahanabad),45.41,0.086,81.0,11.2,16.6,Deep Black Clay (Vertisol),1084.3,42.5,0.8634,Extreme Hotspot,263
BPL_CELL_1238,30,37,23.2605,77.4275,Old Bhopal (Chowk / Shahjahanabad),46.05,0.073,69.9,8.8,17.6,Deep Black Clay (Vertisol),1082.3,42.5,0.8532,Extreme Hotspot,330
BPL_CELL_1239,30,38,23.2605,77.4285,Old Bhopal (Chowk / Shahjahanabad),45.9,0.163,77.6,12.1,16.9,Deep Black Clay (Vertisol),1087.4,42.5,0.8303,Extreme Hotspot,471
BPL_CELL_1240,30,39,23.2605,77.4295,Old Bhopal (Chowk / Shahjahanabad),44.88,0.094,82.9,11.3,16.3,Deep Black Clay (Vertisol),1071.8,42.5,0.8554,Extreme Hotspot,314
BPL_CELL_1241,31,0,23.2615,77.3905,Bhojtal Lakefront / Water Buffer,32.68,0.538,16.2,64.8,3.7,Alluvial,1080.7,42.5,0.1387,Low Vulnerability,1365
BPL_CELL_1242,31,1,23.2615,77.3915,Bhojtal Lakefront / Water Buffer,33.47,0.577,12.9,68.5,4.1,Alluvial,1110.6,42.5,0.121,Low Vulnerability,1454
BPL_CELL_1243,31,2,23.2615,77.3925,Bhojtal Lakefront / Water Buffer,31.35,0.556,18.3,72.5,4.0,Alluvial,1118.6,42.5,0.0964,Low Vulnerability,1560
BPL_CELL_1244,31,3,23.2615,77.3935,Bhojtal Lakefront / Water Buffer,33.13,0.482,4.9,78.3,3.8,Alluvial,1122.9,42.5,0.1088,Low Vulnerability,1510
BPL_CELL_1245,31,4,23.2615,77.3945,Bhojtal Lakefront / Water Buffer,32.74,0.512,16.9,73.4,4.3,Alluvial,1092.7,42.5,0.1346,Low Vulnerability,1388
BPL_CELL_1246,31,5,23.2615,77.3955,Bhojtal Lakefront / Water Buffer,31.94,0.491,15.4,70.2,4.1,Alluvial,1072.8,42.5,0.1298,Low Vulnerability,1409
BPL_CELL_1247,31,6,23.2615,77.3965,Bhojtal Lakefront / Water Buffer,32.07,0.507,6.0,66.8,4.1,Alluvial,1117.7,42.5,0.1052,Low Vulnerability,1524
BPL_CELL_1248,31,7,23.2615,77.3975,Bhojtal Lakefront / Water Buffer,32.76,0.561,7.1,74.1,3.9,Alluvial,1082.6,42.5,0.0852,Low Vulnerability,1581
BPL_CELL_1249,31,8,23.2615,77.3985,Bhojtal Lakefront / Water Buffer,33.39,0.537,11.3,67.1,2.9,Alluvial,1108.7,42.5,0.1336,Low Vulnerability,1392
BPL_CELL_1250,31,9,23.2615,77.3995,Bhojtal Lakefront / Water Buffer,32.42,0.485,11.8,65.4,4.4,Alluvial,1092.4,42.5,0.1406,Low Vulnerability,1354
BPL_CELL_1251,31,10,23.2615,77.4005,Bhojtal Lakefront / Water Buffer,32.01,0.475,9.2,68.1,2.7,Alluvial,1105.0,42.5,0.1236,Low Vulnerability,1439
BPL_CELL_1252,31,11,23.2615,77.4015,Bhojtal Lakefront / Water Buffer,33.68,0.541,12.6,69.7,5.7,Alluvial,1093.8,42.5,0.136,Low Vulnerability,1382
BPL_CELL_1253,31,12,23.2615,77.4025,Bhojtal Lakefront / Water Buffer,31.85,0.579,4.6,65.0,3.5,Alluvial,1078.1,42.5,0.0719,Low Vulnerability,1593
BPL_CELL_1254,31,13,23.2615,77.4035,Bhojtal Lakefront / Water Buffer,33.31,0.548,13.9,65.6,5.1,Alluvial,1097.9,42.5,0.1384,Low Vulnerability,1368
BPL_CELL_1255,31,14,23.2615,77.4045,Old Bhopal (Chowk / Shahjahanabad),44.11,0.058,75.0,11.8,16.7,Deep Black Clay (Vertisol),1092.9,42.5,0.8308,Extreme Hotspot,470
BPL_CELL_1256,31,15,23.2615,77.4055,Old Bhopal (Chowk / Shahjahanabad),44.06,0.089,80.8,9.5,15.9,Deep Black Clay (Vertisol),1074.9,42.5,0.8392,Extreme Hotspot,417
BPL_CELL_1257,31,16,23.2615,77.4065,Old Bhopal (Chowk / Shahjahanabad),45.39,0.05,74.7,7.1,16.8,Deep Black Clay (Vertisol),1074.3,42.5,0.8673,Extreme Hotspot,240
BPL_CELL_1258,31,17,23.2615,77.4075,Old Bhopal (Chowk / Shahjahanabad),44.62,0.099,79.1,12.1,17.2,Deep Black Clay (Vertisol),1088.2,42.5,0.8356,Extreme Hotspot,437
BPL_CELL_1259,31,18,23.2615,77.4085,Old Bhopal (Chowk / Shahjahanabad),45.35,0.038,77.7,15.8,19.4,Deep Black Clay (Vertisol),1115.1,42.5,0.8623,Extreme Hotspot,275
BPL_CELL_1260,31,19,23.2615,77.4095,Old Bhopal (Chowk / Shahjahanabad),44.76,0.076,70.8,13.7,16.5,Deep Black Clay (Vertisol),1119.3,42.5,0.8198,Extreme Hotspot,513
BPL_CELL_1261,31,20,23.2615,77.4105,Old Bhopal (Chowk / Shahjahanabad),44.99,0.05,74.7,13.4,16.0,Deep Black Clay (Vertisol),1100.8,42.5,0.8467,Extreme Hotspot,371
BPL_CELL_1262,31,21,23.2615,77.4115,Old Bhopal (Chowk / Shahjahanabad),43.96,0.081,76.5,9.5,16.8,Deep Black Clay (Vertisol),1114.9,42.5,0.8278,Extreme Hotspot,483
BPL_CELL_1263,31,22,23.2615,77.4125,Old Bhopal (Chowk / Shahjahanabad),43.73,0.086,79.8,6.3,16.3,Deep Black Clay (Vertisol),1117.5,42.5,0.8377,Extreme Hotspot,427
BPL_CELL_1264,31,23,23.2615,77.4135,Old Bhopal (Chowk / Shahjahanabad),43.81,0.073,80.6,11.8,15.3,Deep Black Clay (Vertisol),1082.6,42.5,0.8355,Extreme Hotspot,439
BPL_CELL_1265,31,24,23.2615,77.4145,Old Bhopal (Chowk / Shahjahanabad),43.71,0.092,75.3,14.0,17.8,Deep Black Clay (Vertisol),1070.6,42.5,0.8059,Extreme Hotspot,535
BPL_CELL_1266,31,25,23.2615,77.4155,Old Bhopal (Chowk / Shahjahanabad),46.36,0.101,72.3,9.5,17.2,Deep Black Clay (Vertisol),1111.1,42.5,0.8536,Extreme Hotspot,327
BPL_CELL_1267,31,26,23.2615,77.4165,Old Bhopal (Chowk / Shahjahanabad),43.52,0.11,75.5,10.6,17.9,Deep Black Clay (Vertisol),1125.3,42.5,0.8026,Extreme Hotspot,542
BPL_CELL_1268,31,27,23.2615,77.4175,Old Bhopal (Chowk / Shahjahanabad),45.03,0.122,85.6,9.2,17.5,Deep Black Clay (Vertisol),1106.2,42.5,0.8594,Extreme Hotspot,294
BPL_CELL_1269,31,28,23.2615,77.4185,Old Bhopal (Chowk / Shahjahanabad),43.39,0.042,80.8,10.9,15.7,Deep Black Clay (Vertisol),1081.3,42.5,0.8422,Extreme Hotspot,396
BPL_CELL_1270,31,29,23.2615,77.4195,Old Bhopal (Chowk / Shahjahanabad),45.51,0.11,81.4,5.1,17.0,Deep Black Clay (Vertisol),1075.6,42.5,0.8694,Extreme Hotspot,225
BPL_CELL_1271,31,30,23.2615,77.4205,Old Bhopal (Chowk / Shahjahanabad),45.71,0.103,83.7,11.3,16.0,Deep Black Clay (Vertisol),1074.2,42.5,0.8701,Extreme Hotspot,218
BPL_CELL_1272,31,31,23.2615,77.4215,Old Bhopal (Chowk / Shahjahanabad),44.84,0.104,77.8,11.7,17.7,Deep Black Clay (Vertisol),1074.2,42.5,0.8349,Extreme Hotspot,444
BPL_CELL_1273,31,32,23.2615,77.4225,Old Bhopal (Chowk / Shahjahanabad),45.82,0.093,81.8,13.2,16.1,Deep Black Clay (Vertisol),1076.6,42.5,0.8668,Extreme Hotspot,244
BPL_CELL_1274,31,33,23.2615,77.4235,Old Bhopal (Chowk / Shahjahanabad),45.08,0.047,77.6,17.4,17.3,Deep Black Clay (Vertisol),1121.9,42.5,0.85,Extreme Hotspot,352
BPL_CELL_1275,31,34,23.2615,77.4245,Old Bhopal (Chowk / Shahjahanabad),45.22,0.095,73.5,13.1,15.4,Deep Black Clay (Vertisol),1126.3,42.5,0.8302,Extreme Hotspot,472
BPL_CELL_1276,31,35,23.2615,77.4255,Old Bhopal (Chowk / Shahjahanabad),44.99,0.05,76.3,10.2,15.9,Deep Black Clay (Vertisol),1070.4,42.5,0.8579,Extreme Hotspot,304
BPL_CELL_1277,31,36,23.2615,77.4265,Old Bhopal (Chowk / Shahjahanabad),45.0,0.089,73.4,14.4,14.8,Deep Black Clay (Vertisol),1122.8,42.5,0.8255,Extreme Hotspot,493
BPL_CELL_1278,31,37,23.2615,77.4275,Old Bhopal (Chowk / Shahjahanabad),44.48,0.042,79.6,11.0,15.8,Deep Black Clay (Vertisol),1122.9,42.5,0.8594,Extreme Hotspot,295
BPL_CELL_1279,31,38,23.2615,77.4285,Old Bhopal (Chowk / Shahjahanabad),43.46,0.093,77.8,8.8,15.4,Deep Black Clay (Vertisol),1080.5,42.5,0.8187,Extreme Hotspot,514
BPL_CELL_1280,31,39,23.2615,77.4295,Old Bhopal (Chowk / Shahjahanabad),43.73,0.08,86.0,9.0,15.6,Deep Black Clay (Vertisol),1124.6,42.5,0.8528,Extreme Hotspot,336
BPL_CELL_1281,32,0,23.2625,77.3905,Bhojtal Lakefront / Water Buffer,32.97,0.556,5.4,72.5,4.3,Alluvial,1086.4,42.5,0.0895,Low Vulnerability,1573
BPL_CELL_1282,32,1,23.2625,77.3915,Bhojtal Lakefront / Water Buffer,34.32,0.503,9.9,72.0,3.6,Alluvial,1113.3,42.5,0.1508,Low Vulnerability,1305
BPL_CELL_1283,32,2,23.2625,77.3925,Bhojtal Lakefront / Water Buffer,32.71,0.554,16.4,67.8,4.5,Alluvial,1076.3,42.5,0.1273,Low Vulnerability,1423
BPL_CELL_1284,32,3,23.2625,77.3935,Bhojtal Lakefront / Water Buffer,32.49,0.523,8.9,65.8,4.4,Alluvial,1100.4,42.5,0.1175,Low Vulnerability,1473
BPL_CELL_1285,32,4,23.2625,77.3945,Bhojtal Lakefront / Water Buffer,32.16,0.523,10.0,63.3,3.2,Alluvial,1121.3,42.5,0.1195,Low Vulnerability,1465
BPL_CELL_1286,32,5,23.2625,77.3955,Bhojtal Lakefront / Water Buffer,33.51,0.516,12.3,73.0,5.4,Alluvial,1089.6,42.5,0.1351,Low Vulnerability,1387
BPL_CELL_1287,32,6,23.2625,77.3965,Bhojtal Lakefront / Water Buffer,32.49,0.485,16.0,69.6,4.3,Alluvial,1078.4,42.5,0.1457,Low Vulnerability,1329
BPL_CELL_1288,32,7,23.2625,77.3975,Bhojtal Lakefront / Water Buffer,34.7,0.545,5.9,68.3,4.3,Alluvial,1076.0,42.5,0.1372,Low Vulnerability,1372
BPL_CELL_1289,32,8,23.2625,77.3985,Bhojtal Lakefront / Water Buffer,32.2,0.556,10.9,68.8,4.3,Alluvial,1079.2,42.5,0.0985,Low Vulnerability,1555
BPL_CELL_1290,32,9,23.2625,77.3995,Bhojtal Lakefront / Water Buffer,31.15,0.507,13.9,72.4,4.5,Alluvial,1083.0,42.5,0.0993,Low Vulnerability,1548
BPL_CELL_1291,32,10,23.2625,77.4005,Bhojtal Lakefront / Water Buffer,31.94,0.466,13.9,64.0,3.8,Alluvial,1093.4,42.5,0.148,Low Vulnerability,1318
BPL_CELL_1292,32,11,23.2625,77.4015,Bhojtal Lakefront / Water Buffer,30.62,0.516,13.1,73.2,4.2,Alluvial,1116.0,42.5,0.0816,Low Vulnerability,1588
BPL_CELL_1293,32,12,23.2625,77.4025,Bhojtal Lakefront / Water Buffer,33.29,0.507,12.1,69.3,2.1,Alluvial,1090.2,42.5,0.1415,Low Vulnerability,1348
BPL_CELL_1294,32,13,23.2625,77.4035,Bhojtal Lakefront / Water Buffer,33.78,0.536,16.9,69.1,5.8,Alluvial,1117.8,42.5,0.1538,Low Vulnerability,1300
BPL_CELL_1295,32,14,23.2625,77.4045,Old Bhopal (Chowk / Shahjahanabad),45.06,0.064,80.3,13.9,17.1,Deep Black Clay (Vertisol),1103.7,42.5,0.8579,Extreme Hotspot,305
BPL_CELL_1296,32,15,23.2625,77.4055,Old Bhopal (Chowk / Shahjahanabad),45.3,0.088,80.7,5.0,16.0,Deep Black Clay (Vertisol),1077.2,42.5,0.8723,Extreme Hotspot,205
BPL_CELL_1297,32,16,23.2625,77.4065,Old Bhopal (Chowk / Shahjahanabad),44.99,0.107,80.1,13.9,16.2,Deep Black Clay (Vertisol),1097.5,42.5,0.8388,Extreme Hotspot,422
BPL_CELL_1298,32,17,23.2625,77.4075,Old Bhopal (Chowk / Shahjahanabad),45.62,0.13,81.1,9.5,15.9,Deep Black Clay (Vertisol),1074.0,42.5,0.8537,Extreme Hotspot,326
BPL_CELL_1299,32,18,23.2625,77.4085,Old Bhopal (Chowk / Shahjahanabad),44.95,0.105,70.4,6.2,17.3,Deep Black Clay (Vertisol),1129.4,42.5,0.8261,Extreme Hotspot,489
BPL_CELL_1300,32,19,23.2625,77.4095,Old Bhopal (Chowk / Shahjahanabad),45.47,0.091,76.8,15.1,16.2,Deep Black Clay (Vertisol),1128.9,42.5,0.8422,Extreme Hotspot,397
BPL_CELL_1301,32,20,23.2625,77.4105,Old Bhopal (Chowk / Shahjahanabad),44.35,0.037,83.8,10.4,15.9,Deep Black Clay (Vertisol),1123.0,42.5,0.8725,Extreme Hotspot,204
BPL_CELL_1302,32,21,23.2625,77.4115,Old Bhopal (Chowk / Shahjahanabad),45.91,0.056,84.7,8.5,16.6,Deep Black Clay (Vertisol),1106.5,42.5,0.9014,Extreme Hotspot,65
BPL_CELL_1303,32,22,23.2625,77.4125,Old Bhopal (Chowk / Shahjahanabad),44.04,0.065,76.9,9.5,14.5,Deep Black Clay (Vertisol),1084.0,42.5,0.8369,Extreme Hotspot,430
BPL_CELL_1304,32,23,23.2625,77.4135,Old Bhopal (Chowk / Shahjahanabad),43.4,0.032,73.5,9.4,17.7,Deep Black Clay (Vertisol),1115.4,42.5,0.828,Extreme Hotspot,482
BPL_CELL_1305,32,24,23.2625,77.4145,Old Bhopal (Chowk / Shahjahanabad),44.57,0.073,76.4,13.0,16.8,Deep Black Clay (Vertisol),1072.3,42.5,0.8353,Extreme Hotspot,440
BPL_CELL_1306,32,25,23.2625,77.4155,Old Bhopal (Chowk / Shahjahanabad),45.3,0.116,76.3,15.8,16.1,Deep Black Clay (Vertisol),1089.7,42.5,0.8261,Extreme Hotspot,490
BPL_CELL_1307,32,26,23.2625,77.4165,Old Bhopal (Chowk / Shahjahanabad),44.57,0.122,78.8,7.6,17.6,Deep Black Clay (Vertisol),1087.3,42.5,0.8338,Extreme Hotspot,450
BPL_CELL_1308,32,27,23.2625,77.4175,Old Bhopal (Chowk / Shahjahanabad),44.62,0.137,79.5,10.1,17.0,Deep Black Clay (Vertisol),1102.4,42.5,0.8258,Extreme Hotspot,492
BPL_CELL_1309,32,28,23.2625,77.4185,Old Bhopal (Chowk / Shahjahanabad),45.91,0.055,78.6,15.8,16.3,Deep Black Clay (Vertisol),1092.9,42.5,0.8689,Extreme Hotspot,228
BPL_CELL_1310,32,29,23.2625,77.4195,Old Bhopal (Chowk / Shahjahanabad),43.59,0.066,81.9,13.1,16.6,Deep Black Clay (Vertisol),1074.2,42.5,0.8352,Extreme Hotspot,442
BPL_CELL_1311,32,30,23.2625,77.4205,Old Bhopal (Chowk / Shahjahanabad),45.25,0.12,80.0,12.8,17.4,Deep Black Clay (Vertisol),1119.9,42.5,0.8406,Extreme Hotspot,407
BPL_CELL_1312,32,31,23.2625,77.4215,Old Bhopal (Chowk / Shahjahanabad),45.46,0.1,77.4,15.5,17.1,Deep Black Clay (Vertisol),1088.7,42.5,0.8394,Extreme Hotspot,416
BPL_CELL_1313,32,32,23.2625,77.4225,Old Bhopal (Chowk / Shahjahanabad),44.68,0.058,79.7,13.2,16.3,Deep Black Clay (Vertisol),1108.1,42.5,0.8527,Extreme Hotspot,337
BPL_CELL_1314,32,33,23.2625,77.4235,Old Bhopal (Chowk / Shahjahanabad),45.76,0.073,84.5,10.5,17.5,Deep Black Clay (Vertisol),1093.9,42.5,0.887,Extreme Hotspot,121
BPL_CELL_1315,32,34,23.2625,77.4245,Old Bhopal (Chowk / Shahjahanabad),45.28,0.108,72.8,11.0,16.6,Deep Black Clay (Vertisol),1117.6,42.5,0.8284,Extreme Hotspot,480
BPL_CELL_1316,32,35,23.2625,77.4255,Old Bhopal (Chowk / Shahjahanabad),43.14,0.109,78.9,14.3,15.4,Deep Black Clay (Vertisol),1125.3,42.5,0.7982,Extreme Hotspot,546
BPL_CELL_1317,32,36,23.2625,77.4265,Old Bhopal (Chowk / Shahjahanabad),44.37,0.07,78.1,8.9,15.6,Deep Black Clay (Vertisol),1092.5,42.5,0.846,Extreme Hotspot,375
BPL_CELL_1318,32,37,23.2625,77.4275,Old Bhopal (Chowk / Shahjahanabad),45.02,0.071,77.7,13.4,17.2,Deep Black Clay (Vertisol),1079.3,42.5,0.8477,Extreme Hotspot,363
BPL_CELL_1319,32,38,23.2625,77.4285,Old Bhopal (Chowk / Shahjahanabad),44.85,0.084,72.9,11.2,14.7,Deep Black Clay (Vertisol),1126.4,42.5,0.8296,Extreme Hotspot,475
BPL_CELL_1320,32,39,23.2625,77.4295,Old Bhopal (Chowk / Shahjahanabad),44.91,0.108,77.9,6.9,16.6,Deep Black Clay (Vertisol),1105.3,42.5,0.8447,Extreme Hotspot,382
BPL_CELL_1321,33,0,23.2635,77.3905,Bhojtal Lakefront / Water Buffer,32.29,0.525,15.0,66.6,3.7,Alluvial,1096.2,42.5,0.1291,Low Vulnerability,1417
BPL_CELL_1322,33,1,23.2635,77.3915,Bhojtal Lakefront / Water Buffer,32.26,0.518,19.7,67.4,3.3,Alluvial,1099.3,42.5,0.1435,Low Vulnerability,1342
BPL_CELL_1323,33,2,23.2635,77.3925,Bhojtal Lakefront / Water Buffer,31.98,0.477,7.3,62.4,4.1,Alluvial,1072.1,42.5,0.1283,Low Vulnerability,1420
BPL_CELL_1324,33,3,23.2635,77.3935,Bhojtal Lakefront / Water Buffer,31.83,0.536,7.4,65.9,3.1,Alluvial,1108.7,42.5,0.095,Low Vulnerability,1562
BPL_CELL_1325,33,4,23.2635,77.3945,Bhojtal Lakefront / Water Buffer,32.43,0.553,10.9,65.9,2.6,Alluvial,1120.5,42.5,0.11,Low Vulnerability,1504
BPL_CELL_1326,33,5,23.2635,77.3955,Bhojtal Lakefront / Water Buffer,31.17,0.571,12.5,63.9,2.8,Alluvial,1093.9,42.5,0.0875,Low Vulnerability,1576
BPL_CELL_1327,33,6,23.2635,77.3965,Bhojtal Lakefront / Water Buffer,30.84,0.487,9.8,67.8,2.9,Alluvial,1085.2,42.5,0.0987,Low Vulnerability,1552
BPL_CELL_1328,33,7,23.2635,77.3975,Bhojtal Lakefront / Water Buffer,33.29,0.495,20.7,66.4,3.5,Alluvial,1088.5,42.5,0.1775,Low Vulnerability,1272
BPL_CELL_1329,33,8,23.2635,77.3985,Bhojtal Lakefront / Water Buffer,30.94,0.552,11.8,66.7,3.3,Alluvial,1090.7,42.5,0.0829,Low Vulnerability,1584
